plan_id,max_dev_pob_pct,pp_promedio,cut_edges,n_comunas_partidas,split_severity,pop_afectada_pct,score,reock
124,9.12,,254,,,,-1.143994030654532,
125,9.12,,265,,,,-1.175244030654523,
126,9.12,,272,,,,-1.195130394290881,
127,9.12,,292,,,,-1.2519485761090468,
128,9.729,,286,,,,-1.295803121562988,
129,9.729,,293,,,,-1.315689485199346,
130,9.12,,314,,,,-1.314448576109029,
131,9.12,,310,,,,-1.303084939745396,
132,9.12,,316,,,,-1.3201303942908456,
133,9.12,,318,,,,-1.325812212472662,
134,9.12,,322,,,,-1.3371758488362953,
135,8.01,,317,,,,-1.211971303382864,
136,9.197,,326,,,,-1.3562394851998514,
137,9.197,,305,,,,-1.2965803942907774,
138,9.197,,298,,,,-1.2766940306544194,
139,9.966,,271,,,,-1.2768894851991268,
140,8.485,,282,,,,-1.1600394852005989,
141,8.485,,271,,,,-1.1287894852006075,
142,8.485,,283,,,,-1.1628803942915071,
143,8.485,,281,,,,-1.1571985761096906,
144,8.485,,277,,,,-1.1458349397460574,
145,7.855,,290,,,,-1.1197667579284951,
146,4.724,,293,,,,-0.8151894852043511,
147,4.724,,275,,,,-0.764053121568002,
148,4.724,,275,,,,-0.764053121568002,
149,4.724,,295,,,,-0.8208713033861677,
150,5.511,,296,,,,-0.902412212476289,
151,5.541,,303,,,,-0.9252985761126168,
152,5.541,,293,,,,-0.8968894852035341,
153,9.126,,283,,,,-1.226980394290866,
154,9.367,,284,,,,-1.2539213033815335,
155,9.126,,285,,,,-1.2326622124726827,
156,7.757,,304,,,,-1.1497394852013092,
157,7.309,,298,,,,-1.0878940306563076,
158,7.309,,293,,,,-1.0736894852017662,
159,7.309,,302,,,,-1.0992576670199408,
160,7.309,,301,,,,-1.0964167579290325,
161,7.309,,297,,,,-1.0850531215653991,
162,9.674,,290,,,,-1.3016667579266763,
163,9.674,,310,,,,-1.358484939744842,
164,9.674,,284,,,,-1.2846213033812266,
165,9.674,,305,,,,-1.3442803942903006,
166,9.674,,292,,,,-1.3073485761084929,
167,9.674,,294,,,,-1.3130303942903094,
168,9.499,,305,,,,-1.3267803942904757,
169,7.923,,297,,,,-1.1464531215647853,
