region,region_name,scenario,decision_unit,preserve_mode,status,n_unidades,n_planes,ref_plan_id,ref_desv,comunas_partidas_ref,out_dir,run_dir,run_id
13,R13_METROPOLITANA,contrafactual_apc_libre,ID_DIST,none,ok,451,3,2,7.229,23,./datos/R13_METROPOLITANA/redistritaje/contrafactual_apc_libre,./datos/R13_METROPOLITANA/redistritaje/contrafactual_apc_libre/run_20260813_224504_bce765cb,bce765cb-a7b0-47e0-b3a6-ad0a8a67a10e
