CUT,partido,votos
04302,PARTIDO COMUNISTA DE CHILE,753
04302,PARTIDO DE LA GENTE,1160
04302,PARTIDO DEMOCRATA CRISTIANO,161
04302,PARTIDO DEMOCRATAS CHILE,64
04302,PARTIDO NACIONAL LIBERTARIO,449
04302,PARTIDO POR LA DEMOCRACIA,734
04302,PARTIDO RADICAL DE CHILE,99
04302,PARTIDO REPUBLICANO DE CHILE,362
04302,PARTIDO SOCIAL CRISTIANO,323
04302,PARTIDO SOCIALISTA DE CHILE,528
04302,RENOVACION NACIONAL,610
04302,UNION DEMOCRATA INDEPENDIENTE,508
04303,EVOLUCION POLITICA,142
04303,FEDERACION REGIONALISTA VERDE SOCIAL,302
04303,FRENTE AMPLIO,1210
04303,IGUALDAD,912
04303,IND,48196
04303,MOVIMIENTO AMARILLOS POR CHILE,738
04303,PARTIDO ACCION HUMANISTA,828
04303,PARTIDO COMUNISTA DE CHILE,1115
04303,PARTIDO DE LA GENTE,3747
04303,PARTIDO DEMOCRATA CRISTIANO,567
04303,PARTIDO DEMOCRATAS CHILE,225
04303,PARTIDO NACIONAL LIBERTARIO,926
04303,PARTIDO POR LA DEMOCRACIA,778
04303,PARTIDO RADICAL DE CHILE,306
04303,PARTIDO REPUBLICANO DE CHILE,905
04303,PARTIDO SOCIAL CRISTIANO,947
04303,PARTIDO SOCIALISTA DE CHILE,1191
04303,RENOVACION NACIONAL,982
04303,UNION DEMOCRATA INDEPENDIENTE,1282
04304,EVOLUCION POLITICA,47
04304,FEDERACION REGIONALISTA VERDE SOCIAL,103
04304,FRENTE AMPLIO,337
04304,IGUALDAD,409
04304,IND,19358
04304,MOVIMIENTO AMARILLOS POR CHILE,166
04304,PARTIDO ACCION HUMANISTA,313
04304,PARTIDO COMUNISTA DE CHILE,436
04304,PARTIDO DE LA GENTE,1679
04304,PARTIDO DEMOCRATA CRISTIANO,187
04304,PARTIDO DEMOCRATAS CHILE,54
04304,PARTIDO NACIONAL LIBERTARIO,372
04304,PARTIDO POR LA DEMOCRACIA,406
04304,PARTIDO RADICAL DE CHILE,48
04304,PARTIDO REPUBLICANO DE CHILE,431
04304,PARTIDO SOCIAL CRISTIANO,475
04304,PARTIDO SOCIALISTA DE CHILE,512
04304,RENOVACION NACIONAL,595
04304,UNION DEMOCRATA INDEPENDIENTE,454
04305,EVOLUCION POLITICA,19
04305,FEDERACION REGIONALISTA VERDE SOCIAL,41
04305,FRENTE AMPLIO,105
04305,IGUALDAD,105
04305,IND,7920
04305,MOVIMIENTO AMARILLOS POR CHILE,114
04305,PARTIDO ACCION HUMANISTA,122
04305,PARTIDO COMUNISTA DE CHILE,108
04305,PARTIDO DE LA GENTE,517
04305,PARTIDO DEMOCRATA CRISTIANO,80
04305,PARTIDO DEMOCRATAS CHILE,111
04305,PARTIDO NACIONAL LIBERTARIO,144
04305,PARTIDO POR LA DEMOCRACIA,35
04305,PARTIDO RADICAL DE CHILE,23
04305,PARTIDO REPUBLICANO DE CHILE,292
04305,PARTIDO SOCIAL CRISTIANO,187
04305,PARTIDO SOCIALISTA DE CHILE,384
04305,RENOVACION NACIONAL,236
04305,UNION DEMOCRATA INDEPENDIENTE,223
05101,EVOLUCION POLITICA,7229
05101,FEDERACION REGIONALISTA VERDE SOCIAL,19206
05101,FRENTE AMPLIO,27688
05101,IND,444370
05101,PARTIDO ACCION HUMANISTA,2256
05101,PARTIDO COMUNISTA DE CHILE,13021
05101,PARTIDO DE LA GENTE,21616
05101,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2415
05101,PARTIDO DEMOCRATA CRISTIANO,888
05101,PARTIDO LIBERAL DE CHILE,1045
05101,PARTIDO NACIONAL LIBERTARIO,9860
05101,PARTIDO POR LA DEMOCRACIA,6880
05101,PARTIDO RADICAL DE CHILE,5312
05101,PARTIDO REPUBLICANO DE CHILE,25412
05101,PARTIDO SOCIAL CRISTIANO,1988
05101,PARTIDO SOCIALISTA DE CHILE,5767
05101,POPULAR,3080
05101,RENOVACION NACIONAL,8870
05101,UNION DEMOCRATA INDEPENDIENTE,14287
05102,EVOLUCION POLITICA,849
05102,FEDERACION REGIONALISTA VERDE SOCIAL,1161
05102,FRENTE AMPLIO,1722
05102,IND,45416
05102,PARTIDO ACCION HUMANISTA,256
05102,PARTIDO COMUNISTA DE CHILE,596
05102,PARTIDO DE LA GENTE,2327
05102,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,309
05102,PARTIDO DEMOCRATA CRISTIANO,236
05102,PARTIDO LIBERAL DE CHILE,183
05102,PARTIDO NACIONAL LIBERTARIO,1085
05102,PARTIDO POR LA DEMOCRACIA,197
05102,PARTIDO RADICAL DE CHILE,480
05102,PARTIDO REPUBLICANO DE CHILE,2757
05102,PARTIDO SOCIAL CRISTIANO,165
05102,PARTIDO SOCIALISTA DE CHILE,787
05102,POPULAR,374
05102,RENOVACION NACIONAL,1358
05102,UNION DEMOCRATA INDEPENDIENTE,2356
05103,EVOLUCION POLITICA,1673
05103,FEDERACION REGIONALISTA VERDE SOCIAL,1270
05103,FRENTE AMPLIO,3853
05103,IND,84626
05103,PARTIDO ACCION HUMANISTA,441
05103,PARTIDO COMUNISTA DE CHILE,1258
05103,PARTIDO DE LA GENTE,2831
05103,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,343
05103,PARTIDO DEMOCRATA CRISTIANO,177
05103,PARTIDO LIBERAL DE CHILE,160
05103,PARTIDO NACIONAL LIBERTARIO,2344
05103,PARTIDO POR LA DEMOCRACIA,163
05103,PARTIDO RADICAL DE CHILE,1489
05103,PARTIDO REPUBLICANO DE CHILE,8615
05103,PARTIDO SOCIAL CRISTIANO,377
05103,PARTIDO SOCIALISTA DE CHILE,1899
05103,POPULAR,412
05103,RENOVACION NACIONAL,3842
05103,UNION DEMOCRATA INDEPENDIENTE,5072
05104,EVOLUCION POLITICA,38
05104,FEDERACION REGIONALISTA VERDE SOCIAL,16
05104,FRENTE AMPLIO,193
05104,IND,1144
05104,PARTIDO ACCION HUMANISTA,7
05104,PARTIDO COMUNISTA DE CHILE,3
05104,PARTIDO DE LA GENTE,16
05104,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,9
05104,PARTIDO DEMOCRATA CRISTIANO,4
05104,PARTIDO LIBERAL DE CHILE,2
05104,PARTIDO NACIONAL LIBERTARIO,27
05104,PARTIDO POR LA DEMOCRACIA,1
05104,PARTIDO RADICAL DE CHILE,44
05104,PARTIDO REPUBLICANO DE CHILE,33
05104,PARTIDO SOCIAL CRISTIANO,3
05104,PARTIDO SOCIALISTA DE CHILE,29
05104,POPULAR,5
05104,RENOVACION NACIONAL,13
05104,UNION DEMOCRATA INDEPENDIENTE,21
05105,EVOLUCION POLITICA,501
05105,FEDERACION REGIONALISTA VERDE SOCIAL,444
05105,FRENTE AMPLIO,1397
05105,IND,37032
05105,PARTIDO ACCION HUMANISTA,447
05105,PARTIDO COMUNISTA DE CHILE,887
05105,PARTIDO DE LA GENTE,2349
05105,PARTIDO DEMOCRATA CRISTIANO,388
05105,PARTIDO LIBERAL DE CHILE,795
05105,PARTIDO NACIONAL LIBERTARIO,928
05105,PARTIDO POR LA DEMOCRACIA,209
05105,PARTIDO RADICAL DE CHILE,198
05105,PARTIDO REPUBLICANO DE CHILE,2485
05105,PARTIDO SOCIAL CRISTIANO,253
05105,PARTIDO SOCIALISTA DE CHILE,608
05105,RENOVACION NACIONAL,1429
05105,UNION DEMOCRATA INDEPENDIENTE,577
05107,EVOLUCION POLITICA,691
05107,FEDERACION REGIONALISTA VERDE SOCIAL,581
05107,FRENTE AMPLIO,1840
05107,IND,49448
05107,PARTIDO ACCION HUMANISTA,656
05107,PARTIDO COMUNISTA DE CHILE,1017
05107,PARTIDO DE LA GENTE,3357
05107,PARTIDO DEMOCRATA CRISTIANO,543
05107,PARTIDO LIBERAL DE CHILE,1034
05107,PARTIDO NACIONAL LIBERTARIO,1303
05107,PARTIDO POR LA DEMOCRACIA,281
05107,PARTIDO RADICAL DE CHILE,265
05107,PARTIDO REPUBLICANO DE CHILE,3145
05107,PARTIDO SOCIAL CRISTIANO,468
05107,PARTIDO SOCIALISTA DE CHILE,654
05107,RENOVACION NACIONAL,1908
05107,UNION DEMOCRATA INDEPENDIENTE,639
05109,EVOLUCION POLITICA,8540
05109,FEDERACION REGIONALISTA VERDE SOCIAL,11493
05109,FRENTE AMPLIO,28842
05109,IND,509705
05109,PARTIDO ACCION HUMANISTA,2314
05109,PARTIDO COMUNISTA DE CHILE,14547
05109,PARTIDO DE LA GENTE,20055
05109,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2539
05109,PARTIDO DEMOCRATA CRISTIANO,1024
05109,PARTIDO LIBERAL DE CHILE,1226
05109,PARTIDO NACIONAL LIBERTARIO,12421
05109,PARTIDO POR LA DEMOCRACIA,1788
05109,PARTIDO RADICAL DE CHILE,6984
05109,PARTIDO REPUBLICANO DE CHILE,36360
05109,PARTIDO SOCIAL CRISTIANO,3578
05109,PARTIDO SOCIALISTA DE CHILE,11756
05109,POPULAR,2596
05109,RENOVACION NACIONAL,19846
05109,UNION DEMOCRATA INDEPENDIENTE,25235
05201,EVOLUCION POLITICA,100
05201,FEDERACION REGIONALISTA VERDE SOCIAL,211
05201,FRENTE AMPLIO,284
05201,IND,9918
05201,PARTIDO ACCION HUMANISTA,72
05201,PARTIDO COMUNISTA DE CHILE,109
05201,PARTIDO DE LA GENTE,283
05201,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,106
05201,PARTIDO DEMOCRATA CRISTIANO,20
05201,PARTIDO LIBERAL DE CHILE,29
05201,PARTIDO NACIONAL LIBERTARIO,181
05201,PARTIDO POR LA DEMOCRACIA,35
05201,PARTIDO RADICAL DE CHILE,47
05201,PARTIDO REPUBLICANO DE CHILE,366
05201,PARTIDO SOCIAL CRISTIANO,25
05201,PARTIDO SOCIALISTA DE CHILE,135
05201,POPULAR,58
05201,RENOVACION NACIONAL,154
05201,UNION DEMOCRATA INDEPENDIENTE,1073
05301,EVOLUCION POLITICA,867
05301,FEDERACION REGIONALISTA VERDE SOCIAL,962
05301,FRENTE AMPLIO,2246
05301,IND,99258
05301,PARTIDO ACCION HUMANISTA,855
05301,PARTIDO COMUNISTA DE CHILE,1122
05301,PARTIDO DE LA GENTE,6268
05301,PARTIDO DEMOCRATA CRISTIANO,2332
05301,PARTIDO LIBERAL DE CHILE,1202
05301,PARTIDO NACIONAL LIBERTARIO,2001
05301,PARTIDO POR LA DEMOCRACIA,1083
05301,PARTIDO RADICAL DE CHILE,207
05301,PARTIDO REPUBLICANO DE CHILE,5172
05301,PARTIDO SOCIAL CRISTIANO,442
05301,PARTIDO SOCIALISTA DE CHILE,10320
05301,RENOVACION NACIONAL,2635
05301,UNION DEMOCRATA INDEPENDIENTE,2986
05302,EVOLUCION POLITICA,166
05302,FEDERACION REGIONALISTA VERDE SOCIAL,162
05302,FRENTE AMPLIO,317
05302,IND,22794
05302,PARTIDO ACCION HUMANISTA,161
05302,PARTIDO COMUNISTA DE CHILE,201
05302,PARTIDO DE LA GENTE,1199
05302,PARTIDO DEMOCRATA CRISTIANO,303
05302,PARTIDO LIBERAL DE CHILE,195
05302,PARTIDO NACIONAL LIBERTARIO,334
05302,PARTIDO POR LA DEMOCRACIA,197
05302,PARTIDO RADICAL DE CHILE,91
05302,PARTIDO REPUBLICANO DE CHILE,870
05302,PARTIDO SOCIAL CRISTIANO,62
05302,PARTIDO SOCIALISTA DE CHILE,4093
05302,RENOVACION NACIONAL,460
05302,UNION DEMOCRATA INDEPENDIENTE,889
05303,EVOLUCION POLITICA,194
05303,FEDERACION REGIONALISTA VERDE SOCIAL,332
05303,FRENTE AMPLIO,408
05303,IND,19436
05303,PARTIDO ACCION HUMANISTA,165
05303,PARTIDO COMUNISTA DE CHILE,196
05303,PARTIDO DE LA GENTE,1039
05303,PARTIDO DEMOCRATA CRISTIANO,353
05303,PARTIDO LIBERAL DE CHILE,202
05303,PARTIDO NACIONAL LIBERTARIO,408
05303,PARTIDO POR LA DEMOCRACIA,280
05303,PARTIDO RADICAL DE CHILE,59
05303,PARTIDO REPUBLICANO DE CHILE,1188
05303,PARTIDO SOCIAL CRISTIANO,94
05303,PARTIDO SOCIALISTA DE CHILE,1840
05303,RENOVACION NACIONAL,620
05303,UNION DEMOCRATA INDEPENDIENTE,759
05304,EVOLUCION POLITICA,296
05304,FEDERACION REGIONALISTA VERDE SOCIAL,300
05304,FRENTE AMPLIO,602
05304,IND,30466
05304,PARTIDO ACCION HUMANISTA,264
05304,PARTIDO COMUNISTA DE CHILE,346
05304,PARTIDO DE LA GENTE,1905
05304,PARTIDO DEMOCRATA CRISTIANO,678
05304,PARTIDO LIBERAL DE CHILE,356
05304,PARTIDO NACIONAL LIBERTARIO,514
05304,PARTIDO POR LA DEMOCRACIA,320
05304,PARTIDO RADICAL DE CHILE,83
05304,PARTIDO REPUBLICANO DE CHILE,1552
05304,PARTIDO SOCIAL CRISTIANO,131
05304,PARTIDO SOCIALISTA DE CHILE,3193
05304,RENOVACION NACIONAL,876
05304,UNION DEMOCRATA INDEPENDIENTE,802
05401,EVOLUCION POLITICA,719
05401,FEDERACION REGIONALISTA VERDE SOCIAL,705
05401,FRENTE AMPLIO,2151
05401,IND,59154
05401,PARTIDO ACCION HUMANISTA,672
05401,PARTIDO COMUNISTA DE CHILE,2013
05401,PARTIDO DE LA GENTE,3512
05401,PARTIDO DEMOCRATA CRISTIANO,813
05401,PARTIDO LIBERAL DE CHILE,1614
05401,PARTIDO NACIONAL LIBERTARIO,1207
05401,PARTIDO POR LA DEMOCRACIA,223
05401,PARTIDO RADICAL DE CHILE,200
05401,PARTIDO REPUBLICANO DE CHILE,3245
05401,PARTIDO SOCIAL CRISTIANO,319
05401,PARTIDO SOCIALISTA DE CHILE,1029
05401,RENOVACION NACIONAL,3364
05401,UNION DEMOCRATA INDEPENDIENTE,722
05402,EVOLUCION POLITICA,1037
05402,FEDERACION REGIONALISTA VERDE SOCIAL,403
05402,FRENTE AMPLIO,788
05402,IND,32468
05402,PARTIDO ACCION HUMANISTA,355
05402,PARTIDO COMUNISTA DE CHILE,1333
05402,PARTIDO DE LA GENTE,2038
05402,PARTIDO DEMOCRATA CRISTIANO,696
05402,PARTIDO LIBERAL DE CHILE,735
05402,PARTIDO NACIONAL LIBERTARIO,556
05402,PARTIDO POR LA DEMOCRACIA,220
05402,PARTIDO RADICAL DE CHILE,128
05402,PARTIDO REPUBLICANO DE CHILE,1627
05402,PARTIDO SOCIAL CRISTIANO,176
05402,PARTIDO SOCIALISTA DE CHILE,489
05402,RENOVACION NACIONAL,952
05402,UNION DEMOCRATA INDEPENDIENTE,329
05403,EVOLUCION POLITICA,161
05403,FEDERACION REGIONALISTA VERDE SOCIAL,123
05403,FRENTE AMPLIO,453
05403,IND,13512
05403,PARTIDO ACCION HUMANISTA,137
05403,PARTIDO COMUNISTA DE CHILE,260
05403,PARTIDO DE LA GENTE,706
05403,PARTIDO DEMOCRATA CRISTIANO,173
05403,PARTIDO LIBERAL DE CHILE,372
05403,PARTIDO NACIONAL LIBERTARIO,304
05403,PARTIDO POR LA DEMOCRACIA,41
05403,PARTIDO RADICAL DE CHILE,25
05403,PARTIDO REPUBLICANO DE CHILE,728
05403,PARTIDO SOCIAL CRISTIANO,60
05403,PARTIDO SOCIALISTA DE CHILE,340
05403,RENOVACION NACIONAL,1358
05403,UNION DEMOCRATA INDEPENDIENTE,188
05404,EVOLUCION POLITICA,249
05404,FEDERACION REGIONALISTA VERDE SOCIAL,227
05404,FRENTE AMPLIO,478
05404,IND,16496
05404,PARTIDO ACCION HUMANISTA,190
05404,PARTIDO COMUNISTA DE CHILE,470
05404,PARTIDO DE LA GENTE,1116
05404,PARTIDO DEMOCRATA CRISTIANO,308
05404,PARTIDO LIBERAL DE CHILE,462
05404,PARTIDO NACIONAL LIBERTARIO,218
05404,PARTIDO POR LA DEMOCRACIA,130
05404,PARTIDO RADICAL DE CHILE,79
05404,PARTIDO REPUBLICANO DE CHILE,687
05404,PARTIDO SOCIAL CRISTIANO,84
05404,PARTIDO SOCIALISTA DE CHILE,304
05404,RENOVACION NACIONAL,688
05404,UNION DEMOCRATA INDEPENDIENTE,205
05405,EVOLUCION POLITICA,363
05405,FEDERACION REGIONALISTA VERDE SOCIAL,194
05405,FRENTE AMPLIO,495
05405,IND,18900
05405,PARTIDO ACCION HUMANISTA,181
05405,PARTIDO COMUNISTA DE CHILE,312
05405,PARTIDO DE LA GENTE,732
05405,PARTIDO DEMOCRATA CRISTIANO,211
05405,PARTIDO LIBERAL DE CHILE,498
05405,PARTIDO NACIONAL LIBERTARIO,486
05405,PARTIDO POR LA DEMOCRACIA,85
05405,PARTIDO RADICAL DE CHILE,60
05405,PARTIDO REPUBLICANO DE CHILE,1436
05405,PARTIDO SOCIAL CRISTIANO,83
05405,PARTIDO SOCIALISTA DE CHILE,353
05405,RENOVACION NACIONAL,1598
05405,UNION DEMOCRATA INDEPENDIENTE,534
05501,EVOLUCION POLITICA,1057
05501,FEDERACION REGIONALISTA VERDE SOCIAL,1985
05501,FRENTE AMPLIO,2464
05501,IND,141460
05501,PARTIDO ACCION HUMANISTA,1487
05501,PARTIDO COMUNISTA DE CHILE,3624
05501,PARTIDO DE LA GENTE,7015
05501,PARTIDO DEMOCRATA CRISTIANO,15166
05501,PARTIDO LIBERAL DE CHILE,2134
05501,PARTIDO NACIONAL LIBERTARIO,2988
05501,PARTIDO POR LA DEMOCRACIA,392
05501,PARTIDO RADICAL DE CHILE,392
05501,PARTIDO REPUBLICANO DE CHILE,7695
05501,PARTIDO SOCIAL CRISTIANO,593
05501,PARTIDO SOCIALISTA DE CHILE,807
05501,RENOVACION NACIONAL,7374
05501,UNION DEMOCRATA INDEPENDIENTE,1287
05502,EVOLUCION POLITICA,738
05502,FEDERACION REGIONALISTA VERDE SOCIAL,970
05502,FRENTE AMPLIO,2072
05502,IND,79770
05502,PARTIDO ACCION HUMANISTA,908
05502,PARTIDO COMUNISTA DE CHILE,2406
05502,PARTIDO DE LA GENTE,5333
05502,PARTIDO DEMOCRATA CRISTIANO,4213
05502,PARTIDO LIBERAL DE CHILE,2313
05502,PARTIDO NACIONAL LIBERTARIO,1575
05502,PARTIDO POR LA DEMOCRACIA,318
05502,PARTIDO RADICAL DE CHILE,343
05502,PARTIDO REPUBLICANO DE CHILE,3989
05502,PARTIDO SOCIAL CRISTIANO,435
05502,PARTIDO SOCIALISTA DE CHILE,988
05502,RENOVACION NACIONAL,3114
05502,UNION DEMOCRATA INDEPENDIENTE,773
05503,EVOLUCION POLITICA,353
05503,FEDERACION REGIONALISTA VERDE SOCIAL,467
05503,FRENTE AMPLIO,564
05503,IND,31918
05503,PARTIDO ACCION HUMANISTA,359
05503,PARTIDO COMUNISTA DE CHILE,504
05503,PARTIDO DE LA GENTE,2247
05503,PARTIDO DEMOCRATA CRISTIANO,1145
05503,PARTIDO LIBERAL DE CHILE,485
05503,PARTIDO NACIONAL LIBERTARIO,608
05503,PARTIDO POR LA DEMOCRACIA,115
05503,PARTIDO RADICAL DE CHILE,90
05503,PARTIDO REPUBLICANO DE CHILE,1596
05503,PARTIDO SOCIAL CRISTIANO,148
05503,PARTIDO SOCIALISTA DE CHILE,366
05503,RENOVACION NACIONAL,2078
05503,UNION DEMOCRATA INDEPENDIENTE,379
05504,EVOLUCION POLITICA,278
05504,FEDERACION REGIONALISTA VERDE SOCIAL,289
05504,FRENTE AMPLIO,767
05504,IND,34034
05504,PARTIDO ACCION HUMANISTA,335
05504,PARTIDO COMUNISTA DE CHILE,778
05504,PARTIDO DE LA GENTE,1894
05504,PARTIDO DEMOCRATA CRISTIANO,2172
05504,PARTIDO LIBERAL DE CHILE,859
05504,PARTIDO NACIONAL LIBERTARIO,772
05504,PARTIDO POR LA DEMOCRACIA,103
05504,PARTIDO RADICAL DE CHILE,97
05504,PARTIDO REPUBLICANO DE CHILE,2381
05504,PARTIDO SOCIAL CRISTIANO,139
05504,PARTIDO SOCIALISTA DE CHILE,481
05504,RENOVACION NACIONAL,2143
05504,UNION DEMOCRATA INDEPENDIENTE,320
05506,EVOLUCION POLITICA,430
05506,FEDERACION REGIONALISTA VERDE SOCIAL,488
05506,FRENTE AMPLIO,861
05506,IND,35984
05506,PARTIDO ACCION HUMANISTA,430
05506,PARTIDO COMUNISTA DE CHILE,884
05506,PARTIDO DE LA GENTE,2643
05506,PARTIDO DEMOCRATA CRISTIANO,1730
05506,PARTIDO LIBERAL DE CHILE,785
05506,PARTIDO NACIONAL LIBERTARIO,644
05506,PARTIDO POR LA DEMOCRACIA,167
05506,PARTIDO RADICAL DE CHILE,239
05506,PARTIDO REPUBLICANO DE CHILE,1657
05506,PARTIDO SOCIAL CRISTIANO,178
05506,PARTIDO SOCIALISTA DE CHILE,451
05506,RENOVACION NACIONAL,1516
05506,UNION DEMOCRATA INDEPENDIENTE,387
05601,EVOLUCION POLITICA,4435
05601,FEDERACION REGIONALISTA VERDE SOCIAL,2549
05601,FRENTE AMPLIO,6154
05601,IND,143672
05601,PARTIDO ACCION HUMANISTA,956
05601,PARTIDO COMUNISTA DE CHILE,4258
05601,PARTIDO DE LA GENTE,7187
05601,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,1049
05601,PARTIDO DEMOCRATA CRISTIANO,7504
05601,PARTIDO LIBERAL DE CHILE,458
05601,PARTIDO NACIONAL LIBERTARIO,2507
05601,PARTIDO POR LA DEMOCRACIA,376
05601,PARTIDO RADICAL DE CHILE,766
05601,PARTIDO REPUBLICANO DE CHILE,5886
05601,PARTIDO SOCIAL CRISTIANO,509
05601,PARTIDO SOCIALISTA DE CHILE,1860
05601,POPULAR,1147
05601,RENOVACION NACIONAL,2963
05601,UNION DEMOCRATA INDEPENDIENTE,4254
05602,EVOLUCION POLITICA,474
05602,FEDERACION REGIONALISTA VERDE SOCIAL,687
05602,FRENTE AMPLIO,1390
05602,IND,31274
05602,PARTIDO ACCION HUMANISTA,180
05602,PARTIDO COMUNISTA DE CHILE,691
05602,PARTIDO DE LA GENTE,1187
05602,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,163
05602,PARTIDO DEMOCRATA CRISTIANO,586
05602,PARTIDO LIBERAL DE CHILE,95
05602,PARTIDO NACIONAL LIBERTARIO,1241
05602,PARTIDO POR LA DEMOCRACIA,70
05602,PARTIDO RADICAL DE CHILE,214
05602,PARTIDO REPUBLICANO DE CHILE,2402
05602,PARTIDO SOCIAL CRISTIANO,92
05602,PARTIDO SOCIALISTA DE CHILE,560
05602,POPULAR,208
05602,RENOVACION NACIONAL,1450
05602,UNION DEMOCRATA INDEPENDIENTE,1192
05603,EVOLUCION POLITICA,885
05603,FEDERACION REGIONALISTA VERDE SOCIAL,787
05603,FRENTE AMPLIO,1164
05603,IND,38790
05603,PARTIDO ACCION HUMANISTA,199
05603,PARTIDO COMUNISTA DE CHILE,948
05603,PARTIDO DE LA GENTE,2005
05603,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,283
05603,PARTIDO DEMOCRATA CRISTIANO,1113
05603,PARTIDO LIBERAL DE CHILE,175
05603,PARTIDO NACIONAL LIBERTARIO,899
05603,PARTIDO POR LA DEMOCRACIA,413
05603,PARTIDO RADICAL DE CHILE,397
05603,PARTIDO REPUBLICANO DE CHILE,1804
05603,PARTIDO SOCIAL CRISTIANO,117
05603,PARTIDO SOCIALISTA DE CHILE,444
05603,POPULAR,372
05603,RENOVACION NACIONAL,973
05603,UNION DEMOCRATA INDEPENDIENTE,2063
05604,EVOLUCION POLITICA,534
05604,FEDERACION REGIONALISTA VERDE SOCIAL,753
05604,FRENTE AMPLIO,1580
05604,IND,31800
05604,PARTIDO ACCION HUMANISTA,208
05604,PARTIDO COMUNISTA DE CHILE,1075
05604,PARTIDO DE LA GENTE,1354
05604,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,235
05604,PARTIDO DEMOCRATA CRISTIANO,396
05604,PARTIDO LIBERAL DE CHILE,129
05604,PARTIDO NACIONAL LIBERTARIO,1279
05604,PARTIDO POR LA DEMOCRACIA,79
05604,PARTIDO RADICAL DE CHILE,345
05604,PARTIDO REPUBLICANO DE CHILE,1866
05604,PARTIDO SOCIAL CRISTIANO,132
05604,PARTIDO SOCIALISTA DE CHILE,622
05604,POPULAR,233
05604,RENOVACION NACIONAL,877
05604,UNION DEMOCRATA INDEPENDIENTE,1344
05605,EVOLUCION POLITICA,488
05605,FEDERACION REGIONALISTA VERDE SOCIAL,746
05605,FRENTE AMPLIO,1064
05605,IND,29802
05605,PARTIDO ACCION HUMANISTA,189
05605,PARTIDO COMUNISTA DE CHILE,908
05605,PARTIDO DE LA GENTE,1473
05605,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,212
05605,PARTIDO DEMOCRATA CRISTIANO,646
05605,PARTIDO LIBERAL DE CHILE,119
05605,PARTIDO NACIONAL LIBERTARIO,870
05605,PARTIDO POR LA DEMOCRACIA,107
05605,PARTIDO RADICAL DE CHILE,238
05605,PARTIDO REPUBLICANO DE CHILE,1557
05605,PARTIDO SOCIAL CRISTIANO,84
05605,PARTIDO SOCIALISTA DE CHILE,846
05605,POPULAR,272
05605,RENOVACION NACIONAL,639
05605,UNION DEMOCRATA INDEPENDIENTE,1672
05606,EVOLUCION POLITICA,973
05606,FEDERACION REGIONALISTA VERDE SOCIAL,316
05606,FRENTE AMPLIO,828
05606,IND,25290
05606,PARTIDO ACCION HUMANISTA,84
05606,PARTIDO COMUNISTA DE CHILE,265
05606,PARTIDO DE LA GENTE,759
05606,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,129
05606,PARTIDO DEMOCRATA CRISTIANO,1115
05606,PARTIDO LIBERAL DE CHILE,68
05606,PARTIDO NACIONAL LIBERTARIO,791
05606,PARTIDO POR LA DEMOCRACIA,32
05606,PARTIDO RADICAL DE CHILE,156
05606,PARTIDO REPUBLICANO DE CHILE,2272
05606,PARTIDO SOCIAL CRISTIANO,72
05606,PARTIDO SOCIALISTA DE CHILE,259
05606,POPULAR,180
05606,RENOVACION NACIONAL,1003
05606,UNION DEMOCRATA INDEPENDIENTE,1316
05701,EVOLUCION POLITICA,1004
05701,FEDERACION REGIONALISTA VERDE SOCIAL,957
05701,FRENTE AMPLIO,5722
05701,IND,109362
05701,PARTIDO ACCION HUMANISTA,930
05701,PARTIDO COMUNISTA DE CHILE,1409
05701,PARTIDO DE LA GENTE,6064
05701,PARTIDO DEMOCRATA CRISTIANO,1994
05701,PARTIDO LIBERAL DE CHILE,1386
05701,PARTIDO NACIONAL LIBERTARIO,2234
05701,PARTIDO POR LA DEMOCRACIA,3326
05701,PARTIDO RADICAL DE CHILE,268
05701,PARTIDO REPUBLICANO DE CHILE,7105
05701,PARTIDO SOCIAL CRISTIANO,564
05701,PARTIDO SOCIALISTA DE CHILE,3767
05701,RENOVACION NACIONAL,3682
05701,UNION DEMOCRATA INDEPENDIENTE,2316
05702,EVOLUCION POLITICA,256
05702,FEDERACION REGIONALISTA VERDE SOCIAL,375
05702,FRENTE AMPLIO,744
05702,IND,23156
05702,PARTIDO ACCION HUMANISTA,302
05702,PARTIDO COMUNISTA DE CHILE,396
05702,PARTIDO DE LA GENTE,1709
05702,PARTIDO DEMOCRATA CRISTIANO,448
05702,PARTIDO LIBERAL DE CHILE,315
05702,PARTIDO NACIONAL LIBERTARIO,441
05702,PARTIDO POR LA DEMOCRACIA,550
05702,PARTIDO RADICAL DE CHILE,112
05702,PARTIDO REPUBLICANO DE CHILE,1287
05702,PARTIDO SOCIAL CRISTIANO,161
05702,PARTIDO SOCIALISTA DE CHILE,409
05702,RENOVACION NACIONAL,794
05702,UNION DEMOCRATA INDEPENDIENTE,285
