CUT,cod_candidato,nombre_candidato,partido,pacto,votos
15101,66001051,RICARDO  SANZANA OTEIZA,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",3077.0
15101,66001052,LEONARDO VALENZUELA ATENAS,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",683.0
15101,66001053,PAULINA SALDIA PINTO,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",1096.0
15101,66001054,LUIS ALEJANDRO PAREDES ESCANILLA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",669.0
15101,66001055,LUIS MALLA VALENZUELA,PARTIDO LIBERAL DE CHILE,UNIDAD POR CHILE,28770.0
15101,66001056,JORGE DIAZ IBARRA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,17655.0
15101,66001057,GIOVANNA CALLE CAPUMA,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,1573.0
15101,66001058,SANDRA FLORES CONTRERAS,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,6930.0
15101,66001059,JUAN JACOBO TANCARA CHAMBE,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1741.0
15101,66001060,ANA ANDREA CARVAJAL MARIPAN,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1934.0
15101,66001061,ROBERTO SAMUEL FLORES SALGADO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,642.0
15101,66001062,CAMILO MARTIN JOFRE CAÑIPA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2886.0
15101,66001063,OSCAR BORIS PALLERES FLORES,POPULAR,POPULAR,1086.0
15101,66001064,DALDYM EUGENIA PINOCHET PEREZ,POPULAR,POPULAR,490.0
15101,66001065,RODRIGO CUEVAS TRONCOSO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,9545.0
15101,66001066,ERNESTO PLASENCIA ROJAS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1336.0
15101,66001067,RAUL PARADA FLORES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1555.0
15101,66001068,CANDY ANDRADE JARA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1755.0
15101,66001069,JUAN CARLOS CHINGA PALMA,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,8199.0
15101,66001070,SEBASTIAN HUERTA GONZALEZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,4457.0
15101,66001071,ARACELY BERRIOS GAJARDO,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,1014.0
15101,66001072,MARCELO  ZARA PIZARRO,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,9827.0
15101,66001073,JOSE LEE RODRIGUEZ,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,6877.0
15101,66001074,STEPHANIE JELDREZ ORTIZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,12144.0
15101,66001075,POLLYANA RIVERA BIGAS,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,5511.0
15102,66001051,RICARDO  SANZANA OTEIZA,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",20.0
15102,66001052,LEONARDO VALENZUELA ATENAS,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",6.0
15102,66001053,PAULINA SALDIA PINTO,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",7.0
15102,66001054,LUIS ALEJANDRO PAREDES ESCANILLA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",6.0
15102,66001055,LUIS MALLA VALENZUELA,PARTIDO LIBERAL DE CHILE,UNIDAD POR CHILE,153.0
15102,66001056,JORGE DIAZ IBARRA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,498.0
15102,66001057,GIOVANNA CALLE CAPUMA,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,22.0
15102,66001058,SANDRA FLORES CONTRERAS,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,37.0
15102,66001059,JUAN JACOBO TANCARA CHAMBE,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,22.0
15102,66001060,ANA ANDREA CARVAJAL MARIPAN,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,11.0
15102,66001061,ROBERTO SAMUEL FLORES SALGADO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,13.0
15102,66001062,CAMILO MARTIN JOFRE CAÑIPA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,20.0
15102,66001063,OSCAR BORIS PALLERES FLORES,POPULAR,POPULAR,13.0
15102,66001064,DALDYM EUGENIA PINOCHET PEREZ,POPULAR,POPULAR,4.0
15102,66001065,RODRIGO CUEVAS TRONCOSO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,77.0
15102,66001066,ERNESTO PLASENCIA ROJAS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,10.0
15102,66001067,RAUL PARADA FLORES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,8.0
15102,66001068,CANDY ANDRADE JARA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,13.0
15102,66001069,JUAN CARLOS CHINGA PALMA,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,56.0
15102,66001070,SEBASTIAN HUERTA GONZALEZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,40.0
15102,66001071,ARACELY BERRIOS GAJARDO,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,3.0
15102,66001072,MARCELO  ZARA PIZARRO,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,53.0
15102,66001073,JOSE LEE RODRIGUEZ,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,56.0
15102,66001074,STEPHANIE JELDREZ ORTIZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,158.0
15102,66001075,POLLYANA RIVERA BIGAS,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,24.0
15201,66001051,RICARDO  SANZANA OTEIZA,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",34.0
15201,66001052,LEONARDO VALENZUELA ATENAS,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",10.0
15201,66001053,PAULINA SALDIA PINTO,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",11.0
15201,66001054,LUIS ALEJANDRO PAREDES ESCANILLA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",5.0
15201,66001055,LUIS MALLA VALENZUELA,PARTIDO LIBERAL DE CHILE,UNIDAD POR CHILE,160.0
15201,66001056,JORGE DIAZ IBARRA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,278.0
15201,66001057,GIOVANNA CALLE CAPUMA,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,284.0
15201,66001058,SANDRA FLORES CONTRERAS,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,59.0
15201,66001059,JUAN JACOBO TANCARA CHAMBE,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,71.0
15201,66001060,ANA ANDREA CARVAJAL MARIPAN,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,23.0
15201,66001061,ROBERTO SAMUEL FLORES SALGADO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,11.0
15201,66001062,CAMILO MARTIN JOFRE CAÑIPA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,46.0
15201,66001063,OSCAR BORIS PALLERES FLORES,POPULAR,POPULAR,14.0
15201,66001064,DALDYM EUGENIA PINOCHET PEREZ,POPULAR,POPULAR,7.0
15201,66001065,RODRIGO CUEVAS TRONCOSO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,142.0
15201,66001066,ERNESTO PLASENCIA ROJAS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,11.0
15201,66001067,RAUL PARADA FLORES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,13.0
15201,66001068,CANDY ANDRADE JARA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,29.0
15201,66001069,JUAN CARLOS CHINGA PALMA,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,127.0
15201,66001070,SEBASTIAN HUERTA GONZALEZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,108.0
15201,66001071,ARACELY BERRIOS GAJARDO,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,10.0
15201,66001072,MARCELO  ZARA PIZARRO,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,165.0
15201,66001073,JOSE LEE RODRIGUEZ,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,87.0
15201,66001074,STEPHANIE JELDREZ ORTIZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,126.0
15201,66001075,POLLYANA RIVERA BIGAS,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,69.0
15202,66001051,RICARDO  SANZANA OTEIZA,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",12.0
15202,66001052,LEONARDO VALENZUELA ATENAS,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",8.0
15202,66001053,PAULINA SALDIA PINTO,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",3.0
15202,66001054,LUIS ALEJANDRO PAREDES ESCANILLA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",1.0
15202,66001055,LUIS MALLA VALENZUELA,PARTIDO LIBERAL DE CHILE,UNIDAD POR CHILE,44.0
15202,66001056,JORGE DIAZ IBARRA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,127.0
15202,66001057,GIOVANNA CALLE CAPUMA,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,21.0
15202,66001058,SANDRA FLORES CONTRERAS,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,21.0
15202,66001059,JUAN JACOBO TANCARA CHAMBE,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,22.0
15202,66001060,ANA ANDREA CARVAJAL MARIPAN,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,18.0
15202,66001061,ROBERTO SAMUEL FLORES SALGADO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,10.0
15202,66001062,CAMILO MARTIN JOFRE CAÑIPA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,13.0
15202,66001063,OSCAR BORIS PALLERES FLORES,POPULAR,POPULAR,11.0
15202,66001064,DALDYM EUGENIA PINOCHET PEREZ,POPULAR,POPULAR,0.0
15202,66001065,RODRIGO CUEVAS TRONCOSO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,39.0
15202,66001066,ERNESTO PLASENCIA ROJAS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,8.0
15202,66001067,RAUL PARADA FLORES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,13.0
15202,66001068,CANDY ANDRADE JARA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,9.0
15202,66001069,JUAN CARLOS CHINGA PALMA,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,39.0
15202,66001070,SEBASTIAN HUERTA GONZALEZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,22.0
15202,66001071,ARACELY BERRIOS GAJARDO,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,0.0
15202,66001072,MARCELO  ZARA PIZARRO,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,43.0
15202,66001073,JOSE LEE RODRIGUEZ,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,34.0
15202,66001074,STEPHANIE JELDREZ ORTIZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,43.0
15202,66001075,POLLYANA RIVERA BIGAS,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,8.0
13101,66010051,FRANCISCO ESTEVEZ VALENCIA,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",1171.0
13101,66010052,GLORIA CAROLINA PEREZ SEPULVEDA,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",608.0
13101,66010053,CLAUDIA RUIZ MONTECINO,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",898.0
13101,66010054,LUIS MARIANO RENDON ESCOBAR,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",621.0
13101,66010055,CLAUDIA RUZ ROTHEN,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",653.0
13101,66010056,ANTONIO ARRIAGADA JURE,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",426.0
13101,66010057,JAVIERA GONZALEZ ARENAS,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",704.0
13101,66010058,KATHERINE PEREZ CONTRERAS,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",481.0
13101,66010059,MARCIA SOTO DIAZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",305.0
13101,66010060,GONZALO WINTER ETCHEBERRY,FRENTE AMPLIO,UNIDAD POR CHILE,23116.0
13101,66010061,EMILIA SCHNEIDER VIDELA,FRENTE AMPLIO,UNIDAD POR CHILE,8831.0
13101,66010062,LORENA FRIES MONLEON,FRENTE AMPLIO,UNIDAD POR CHILE,1460.0
13101,66010063,ALEJANDRA PLACENCIA CABELLO,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,3788.0
13101,66010064,IRACI HASSLER JACOB,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,21084.0
13101,66010065,FERNANDA VILLEGAS ACEVEDO,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,2117.0
13101,66010066,ANA MARIA HERNANDEZ SAN MARTIN,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,1444.0
13101,66010067,HELIA MOLINA MILMAN,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,5954.0
13101,66010068,JOSE TORO KEMP,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,1456.0
13101,66010069,CELESTE JIMENEZ RIVEROS,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2305.0
13101,66010070,ALFREDO GROSSI ROBLES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,460.0
13101,66010071,DANIELA KING REYES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1193.0
13101,66010072,GARY JAVIER NUÑEZ ORDOÑA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,529.0
13101,66010073,JORGE PALMA ACUÑA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,565.0
13101,66010074,MATIAS JORGE REYES VARGAS,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,564.0
13101,66010075,CAROLINA VENEGAS RIVERA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1469.0
13101,66010076,IBAR NICOLAS ZEPEDA ALCOTA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,429.0
13101,66010077,DAUNO TOTORO NAVARRO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,2029.0
13101,66010078,JOSEFFE TAMARA CACERES TORRES,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,500.0
13101,66010079,FABIAN ERNESTO PUELMA MULLER,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,798.0
13101,66010080,BARBARA BELEN BRITO CARRASCO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,665.0
13101,66010081,YURI ERNESTO PEÑA JIMENEZ,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,341.0
13101,66010082,VALERIA PAZ YAÑEZ ALVAREZ,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,453.0
13101,66010083,JULIO HUMBERTO MANCILLA MARABOLI,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,202.0
13101,66010084,CLAUDIA ANDREA TASSARA RUILOVA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,267.0
13101,66010085,YAMILA DE LOURDES MARTINEZ URRUTIA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,181.0
13101,66010086,NICOL AGUILERA ORTIZ,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,1131.0
13101,66010087,HECTOR SOTO GALLARDO,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,519.0
13101,66010088,SOFIA MARIELA GONZALEZ PERALTA,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,734.0
13101,66010089,CATALINA MILITZA DURAN CHANAN,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,754.0
13101,66010090,CESAR LORCA HIDALGO,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,457.0
13101,66010091,NELLA REYES VALLEJOS,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,268.0
13101,66010092,JESSICA SAINT-PIERRE COLLADO,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,294.0
13101,66010093,BELEN JESUS CARVAJAL ZUÑIGA,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,245.0
13101,66010094,ANDRES URZUA CORVALAN,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,196.0
13101,66010095,KAREN OSORIO MUÑOZ,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,4260.0
13101,66010096,GIANNY CONTENLA OJEDA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,851.0
13101,66010097,ALEJANDRA JARA QUIROZ,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1557.0
13101,66010098,ANDREA DEL PILAR HERRERA CACHAÑA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,956.0
13101,66010099,BARBARA MOLINA SILVA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1143.0
13101,66010100,FRANCISCA ANDREA ACEVEDO LEON,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1112.0
13101,66010101,BETZABE PATRICIA VIGORENA NUÑEZ,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,296.0
13101,66010102,JASMIN NICOLE OSORIO CESPED,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,432.0
13101,66010103,FRANCISCO JAVIER PATIÑO TOBAR,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1601.0
13101,66010104,JORGE ALESSANDRI VERGARA,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,19070.0
13101,66010105,MACARENA ZARHI CORDERO,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,1432.0
13101,66010106,MARIA JESUS SCHWERTER CABEZAS,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,1424.0
13101,66010107,JUAN PABLO SAEZ REY,PARTIDO DEMOCRATAS CHILE,CHILE GRANDE Y UNIDO,1221.0
13101,66010108,VICENTE ALMONACID HEYL,PARTIDO DEMOCRATAS CHILE,CHILE GRANDE Y UNIDO,574.0
13101,66010109,SANDRA SOLIMANO LATORRE,PARTIDO DEMOCRATAS CHILE,CHILE GRANDE Y UNIDO,604.0
13101,66010110,MARIA LUISA CORDERO VELASQUEZ,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,3639.0
13101,66010111,JOHANNA OLIVARES GRIBBELL,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,1505.0
13101,66010112,FRANCISCO ORREGO GUTIERREZ,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,16721.0
13101,66010113,HANS MAROWSKI CUEVAS,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,9738.0
13101,66010114,LETICIA ARAYA AHUMADA,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,2344.0
13101,66010115,FRANCO FRIAS GUTIERREZ,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,2002.0
13101,66010116,EVELYN HERNANDEZ FLORES,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,2681.0
13101,66010117,JEAN BONVALLET SETTI,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,1434.0
13101,66010118,GINO LORENZINI BARRIOS,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,3539.0
13101,66010119,MATIAS BELLOLIO MERINO,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,4828.0
13101,66010120,ABIGAIL ABURTO CARDENAS,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,987.0
13101,66010121,JOSE ANTONIO KAST ADRIASOLA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,18243.0
13111,66010051,FRANCISCO ESTEVEZ VALENCIA,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",474.0
13111,66010052,GLORIA CAROLINA PEREZ SEPULVEDA,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",321.0
13111,66010053,CLAUDIA RUIZ MONTECINO,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",265.0
13111,66010054,LUIS MARIANO RENDON ESCOBAR,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",202.0
13111,66010055,CLAUDIA RUZ ROTHEN,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",241.0
13111,66010056,ANTONIO ARRIAGADA JURE,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",581.0
13111,66010057,JAVIERA GONZALEZ ARENAS,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",221.0
13111,66010058,KATHERINE PEREZ CONTRERAS,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",155.0
13111,66010059,MARCIA SOTO DIAZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",112.0
13111,66010060,GONZALO WINTER ETCHEBERRY,FRENTE AMPLIO,UNIDAD POR CHILE,10016.0
13111,66010061,EMILIA SCHNEIDER VIDELA,FRENTE AMPLIO,UNIDAD POR CHILE,1656.0
13111,66010062,LORENA FRIES MONLEON,FRENTE AMPLIO,UNIDAD POR CHILE,512.0
13111,66010063,ALEJANDRA PLACENCIA CABELLO,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,1554.0
13111,66010064,IRACI HASSLER JACOB,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,3692.0
13111,66010065,FERNANDA VILLEGAS ACEVEDO,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,948.0
13111,66010066,ANA MARIA HERNANDEZ SAN MARTIN,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,696.0
13111,66010067,HELIA MOLINA MILMAN,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,978.0
13111,66010068,JOSE TORO KEMP,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,1474.0
13111,66010069,CELESTE JIMENEZ RIVEROS,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,924.0
13111,66010070,ALFREDO GROSSI ROBLES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,227.0
13111,66010071,DANIELA KING REYES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,453.0
13111,66010072,GARY JAVIER NUÑEZ ORDOÑA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,296.0
13111,66010073,JORGE PALMA ACUÑA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,381.0
13111,66010074,MATIAS JORGE REYES VARGAS,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,341.0
13111,66010075,CAROLINA VENEGAS RIVERA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,561.0
13111,66010076,IBAR NICOLAS ZEPEDA ALCOTA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,132.0
13111,66010077,DAUNO TOTORO NAVARRO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,763.0
13111,66010078,JOSEFFE TAMARA CACERES TORRES,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,235.0
