CUT,cod_candidato,nombre_candidato,partido,pacto,votos
13130,66013067,MARIA ISABEL MARGARITA MARTINEZ LIZAMA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,484.0
13130,66013068,CAMILA PAZ BURGOS GONZALEZ,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,461.0
13130,66013069,PAOLA JOYCE MARTINEZ SANDOVAL,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,618.0
13130,66013070,PEDRO ALEJANDRO VALENZUELA YAÑEZ,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,220.0
13130,66013071,CRISTIAN ARTURO SEGUEL OLIVOS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1680.0
13130,66013072,MARCELO ANDRES OLIVARES FIGUEROA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,798.0
13130,66013073,ALEXANDER RODOLFO ROJAS VILLARROEL,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,579.0
13130,66013074,ERIKA MARIBEL LIZAMA FUENTES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1077.0
13130,66013075,NELSON DAVID ALVAREZ GALLEGUILLOS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,224.0
13130,66013076,NOEMI LAPOSTOL JARA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,486.0
13130,66013077,EDUARDO DURAN SALINAS,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,3645.0
13130,66013078,SUSAN ATUAN SALCEDO,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,1832.0
13130,66013079,MACARENA VENEGAS TASSARA,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,4511.0
13130,66013080,DANIEL CORONADO CORONADO,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,507.0
13130,66013081,CLAUDIA LANGE FARIAS,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,1820.0
13130,66013082,CRISTHIAN MOREIRA BARROS,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,1322.0
13130,66013083,FELIPE ROSS CORREA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,8143.0
13130,66013084,VALENTINA BECERRA PEÑA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,5109.0
13130,66013085,TARYN COOPMAN PALAVICINO,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,3379.0
13130,66013086,OSCAR CALFILEO CASTRO,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,1824.0
13130,66013087,CRISTIAN VIVIAN TRONCOSO,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,881.0
13130,66013088,DANIEL TAPIA MELLA,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,642.0
13131,66013051,JOSE SILVA DIAZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",522.0
13131,66013052,SEBASTIAN VEGA UMATINO,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",435.0
13131,66013053,ROXANA RIQUELME TABACH,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",5025.0
13131,66013054,MATIAS FREIRE VALLEJOS,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",356.0
13131,66013055,PERCY CAMPOS CORONEL,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",237.0
13131,66013056,LORENA PIZARRO SIERRA,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,3298.0
13131,66013057,GAEL YEOMANS ARAYA,FRENTE AMPLIO,UNIDAD POR CHILE,4260.0
13131,66013058,CRISTOBAL BARRA CATALAN,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,1460.0
13131,66013059,RENATA VASQUEZ ALDUNCE,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,785.0
13131,66013060,ELIZABETH ZUÑIGA CRUZ,PARTIDO RADICAL DE CHILE,UNIDAD POR CHILE,931.0
13131,66013061,DANIEL MELO CONTRERAS,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,3229.0
13131,66013062,JORGE CRISTIAN MUÑOZ REYES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,905.0
13131,66013063,FERNANDO ISRAEL VILCHES CESPEDES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,628.0
13131,66013064,GAZZI ANDRES JACOB NUÑEZ,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,328.0
13131,66013065,MARISELA DEL PILAR PETERSEN BASAEZ,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,857.0
13131,66013066,JUAN FRANCISCO GAMBOA HIGUERA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,798.0
13131,66013067,MARIA ISABEL MARGARITA MARTINEZ LIZAMA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,641.0
13131,66013068,CAMILA PAZ BURGOS GONZALEZ,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,452.0
13131,66013069,PAOLA JOYCE MARTINEZ SANDOVAL,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,589.0
13131,66013070,PEDRO ALEJANDRO VALENZUELA YAÑEZ,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,212.0
13131,66013071,CRISTIAN ARTURO SEGUEL OLIVOS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,2196.0
13131,66013072,MARCELO ANDRES OLIVARES FIGUEROA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1090.0
13131,66013073,ALEXANDER RODOLFO ROJAS VILLARROEL,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,812.0
13131,66013074,ERIKA MARIBEL LIZAMA FUENTES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1126.0
13131,66013075,NELSON DAVID ALVAREZ GALLEGUILLOS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,271.0
13131,66013076,NOEMI LAPOSTOL JARA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,539.0
13131,66013077,EDUARDO DURAN SALINAS,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,1621.0
13131,66013078,SUSAN ATUAN SALCEDO,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,372.0
13131,66013079,MACARENA VENEGAS TASSARA,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,1774.0
13131,66013080,DANIEL CORONADO CORONADO,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,155.0
13131,66013081,CLAUDIA LANGE FARIAS,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,1111.0
13131,66013082,CRISTHIAN MOREIRA BARROS,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,459.0
13131,66013083,FELIPE ROSS CORREA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,4211.0
13131,66013084,VALENTINA BECERRA PEÑA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,2532.0
13131,66013085,TARYN COOPMAN PALAVICINO,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,1355.0
13131,66013086,OSCAR CALFILEO CASTRO,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,1218.0
13131,66013087,CRISTIAN VIVIAN TRONCOSO,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,813.0
13131,66013088,DANIEL TAPIA MELLA,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,391.0
13401,66014051,PILAR FARFAN VILLAGRA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",898.0
13401,66014052,EVELYN BASTIAS ARAYA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",682.0
13401,66014053,DANIEL DOMINGUEZ GONZALEZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",500.0
13401,66014054,MARIA ELENA FLORES MARTINEZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",666.0
13401,66014055,BERNARDA LAGOS FARFAN,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",453.0
13401,66014056,CARLOS MORALES FLORES,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",513.0
13401,66014057,SARA PASCUAL RODRIGUEZ,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",455.0
13401,66014058,RAUL LEIVA CARVAJAL,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,3769.0
13401,66014059,ROBERTO SOTO FERRADA,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,7013.0
13401,66014060,MARISELA SANTIBAÑEZ NOVOA,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,16131.0
13401,66014061,IGNACIO ACHURRA DIAZ,FRENTE AMPLIO,UNIDAD POR CHILE,10783.0
13401,66014062,NIBALDO MEZA GARFIA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,1295.0
13401,66014063,CHRISTIAN PINO LOPEZ,PARTIDO RADICAL DE CHILE,UNIDAD POR CHILE,16205.0
13401,66014064,CAMILA MUSANTE MULLER,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,8396.0
13401,66014065,RICARDO MARTINEZ VALENCIA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1177.0
13401,66014066,GUSTAVO ENRIQUE GONZALEZ ARAYA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,732.0
13401,66014067,ABRAHAM MUÑOZ VILCHES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,680.0
13401,66014068,JASMIN LIZETTE DONOSO ROMERO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2313.0
13401,66014069,DINA LUISA FIGUEROA MARDONES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1120.0
13401,66014070,FELIPE ALEXANDER PINO CASTILLO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1758.0
13401,66014071,FRANCISCO VALDES REYES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,808.0
13401,66014072,TAMARA FREDES GUTIERREZ,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,1103.0
13401,66014073,KEIN SOTO LAMA,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,829.0
13401,66014074,SERGIO MILLALEN HIMILAF,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,455.0
13401,66014075,ANDRES SANCHEZ FREDES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,8453.0
13401,66014076,LETICIA DEL CARMEN ZUÑIGA SILVA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,3097.0
13401,66014077,CINDY MACIAS TOLEDO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,2951.0
13401,66014078,JUAN ANSELMO MELO RAMIREZ,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,2875.0
13401,66014079,SERGIO ANTONIO PALMA BRIONES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1518.0
13401,66014080,ROGELIO ALFREDO URBINA LEAL,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,832.0
13401,66014081,JORGE ANDRES MEZA INFANTE,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1194.0
13401,66014082,JAIME COLOMA ALAMOS,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,6428.0
13401,66014083,CHRISTIAN GOMEZ DIAZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,3231.0
13401,66014084,CLAUDIA CASTRO GUTIERREZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,1414.0
13401,66014085,ALEJANDRA NOVOA SANDOVAL,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,5403.0
13401,66014086,PABLO MIRA HURTADO,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,1541.0
13401,66014087,PABLO HERRERA ROGERS,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,4056.0
13401,66014088,TRINIDAD BIGGS MONTANER,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,501.0
13401,66014089,JUAN IRARRAZAVAL ROSSEL,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,11258.0
13401,66014090,DIEGO VERGARA RODRIGUEZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,5888.0
13401,66014091,ANNEMARIE MULLER DURING,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,2810.0
13401,66014092,JUAN MOLINA ROMO,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,1923.0
13401,66014093,CARLOS BARBERIS AVENDAÑO,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,1747.0
13401,66014094,CLAUDIA ORMEÑO URRA,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,6585.0
13401,66014095,JOSEFINA DIEGUEZ RUSSELL,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,2230.0
13402,66014051,PILAR FARFAN VILLAGRA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",472.0
13402,66014052,EVELYN BASTIAS ARAYA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",369.0
13402,66014053,DANIEL DOMINGUEZ GONZALEZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",262.0
13402,66014054,MARIA ELENA FLORES MARTINEZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",330.0
13402,66014055,BERNARDA LAGOS FARFAN,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",185.0
13402,66014056,CARLOS MORALES FLORES,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",234.0
13402,66014057,SARA PASCUAL RODRIGUEZ,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",202.0
13402,66014058,RAUL LEIVA CARVAJAL,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,1723.0
13402,66014059,ROBERTO SOTO FERRADA,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,1644.0
13402,66014060,MARISELA SANTIBAÑEZ NOVOA,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,5875.0
13402,66014061,IGNACIO ACHURRA DIAZ,FRENTE AMPLIO,UNIDAD POR CHILE,5154.0
13402,66014062,NIBALDO MEZA GARFIA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,535.0
13402,66014063,CHRISTIAN PINO LOPEZ,PARTIDO RADICAL DE CHILE,UNIDAD POR CHILE,521.0
13402,66014064,CAMILA MUSANTE MULLER,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,3152.0
13402,66014065,RICARDO MARTINEZ VALENCIA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,550.0
13402,66014066,GUSTAVO ENRIQUE GONZALEZ ARAYA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,357.0
13402,66014067,ABRAHAM MUÑOZ VILCHES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,283.0
13402,66014068,JASMIN LIZETTE DONOSO ROMERO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,856.0
13402,66014069,DINA LUISA FIGUEROA MARDONES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,407.0
13402,66014070,FELIPE ALEXANDER PINO CASTILLO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,239.0
13402,66014071,FRANCISCO VALDES REYES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,293.0
13402,66014072,TAMARA FREDES GUTIERREZ,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,749.0
13402,66014073,KEIN SOTO LAMA,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,333.0
13402,66014074,SERGIO MILLALEN HIMILAF,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,183.0
13402,66014075,ANDRES SANCHEZ FREDES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,3232.0
13402,66014076,LETICIA DEL CARMEN ZUÑIGA SILVA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1318.0
13402,66014077,CINDY MACIAS TOLEDO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,1246.0
13402,66014078,JUAN ANSELMO MELO RAMIREZ,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,694.0
13402,66014079,SERGIO ANTONIO PALMA BRIONES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,577.0
13402,66014080,ROGELIO ALFREDO URBINA LEAL,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,364.0
13402,66014081,JORGE ANDRES MEZA INFANTE,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,577.0
13402,66014082,JAIME COLOMA ALAMOS,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,4609.0
13402,66014083,CHRISTIAN GOMEZ DIAZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,451.0
13402,66014084,CLAUDIA CASTRO GUTIERREZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,483.0
13402,66014085,ALEJANDRA NOVOA SANDOVAL,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,945.0
13402,66014086,PABLO MIRA HURTADO,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,1565.0
13402,66014087,PABLO HERRERA ROGERS,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,1624.0
13402,66014088,TRINIDAD BIGGS MONTANER,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,227.0
13402,66014089,JUAN IRARRAZAVAL ROSSEL,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,4047.0
13402,66014090,DIEGO VERGARA RODRIGUEZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,12047.0
13402,66014091,ANNEMARIE MULLER DURING,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,1082.0
13402,66014092,JUAN MOLINA ROMO,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,671.0
13402,66014093,CARLOS BARBERIS AVENDAÑO,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,441.0
13402,66014094,CLAUDIA ORMEÑO URRA,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,2093.0
13402,66014095,JOSEFINA DIEGUEZ RUSSELL,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,928.0
13403,66014051,PILAR FARFAN VILLAGRA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",73.0
13403,66014052,EVELYN BASTIAS ARAYA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",60.0
13403,66014053,DANIEL DOMINGUEZ GONZALEZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",44.0
13403,66014054,MARIA ELENA FLORES MARTINEZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",60.0
13403,66014055,BERNARDA LAGOS FARFAN,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",42.0
13403,66014056,CARLOS MORALES FLORES,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",46.0
13403,66014057,SARA PASCUAL RODRIGUEZ,PARTIDO ACCIÓN HUMANISTA,"VERDES, REGIONALISTAS Y HUMANISTAS",41.0
13403,66014058,RAUL LEIVA CARVAJAL,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,1123.0
13403,66014059,ROBERTO SOTO FERRADA,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,220.0
13403,66014060,MARISELA SANTIBAÑEZ NOVOA,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,1064.0
13403,66014061,IGNACIO ACHURRA DIAZ,FRENTE AMPLIO,UNIDAD POR CHILE,1366.0
13403,66014062,NIBALDO MEZA GARFIA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,135.0
13403,66014063,CHRISTIAN PINO LOPEZ,PARTIDO RADICAL DE CHILE,UNIDAD POR CHILE,188.0
13403,66014064,CAMILA MUSANTE MULLER,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,1027.0
13403,66014065,RICARDO MARTINEZ VALENCIA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,101.0
13403,66014066,GUSTAVO ENRIQUE GONZALEZ ARAYA,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,44.0
13403,66014067,ABRAHAM MUÑOZ VILCHES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,52.0
13403,66014068,JASMIN LIZETTE DONOSO ROMERO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,161.0
13403,66014069,DINA LUISA FIGUEROA MARDONES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,68.0
13403,66014070,FELIPE ALEXANDER PINO CASTILLO,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,59.0
13403,66014071,FRANCISCO VALDES REYES,PARTIDO HUMANISTA,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,64.0
13403,66014072,TAMARA FREDES GUTIERREZ,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,109.0
13403,66014073,KEIN SOTO LAMA,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,51.0
13403,66014074,SERGIO MILLALEN HIMILAF,PARTIDO ALIANZA VERDE POPULAR,PARTIDO ALIANZA VERDE POPULAR,34.0
13403,66014075,ANDRES SANCHEZ FREDES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,616.0
13403,66014076,LETICIA DEL CARMEN ZUÑIGA SILVA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,219.0
13403,66014077,CINDY MACIAS TOLEDO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,219.0
13403,66014078,JUAN ANSELMO MELO RAMIREZ,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,144.0
13403,66014079,SERGIO ANTONIO PALMA BRIONES,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,88.0
13403,66014080,ROGELIO ALFREDO URBINA LEAL,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,45.0
13403,66014081,JORGE ANDRES MEZA INFANTE,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,109.0
13403,66014082,JAIME COLOMA ALAMOS,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,1275.0
13403,66014083,CHRISTIAN GOMEZ DIAZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,511.0
13403,66014084,CLAUDIA CASTRO GUTIERREZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,136.0
13403,66014085,ALEJANDRA NOVOA SANDOVAL,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,1272.0
13403,66014086,PABLO MIRA HURTADO,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,527.0
13403,66014087,PABLO HERRERA ROGERS,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,374.0
13403,66014088,TRINIDAD BIGGS MONTANER,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,86.0
13403,66014089,JUAN IRARRAZAVAL ROSSEL,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,2370.0
13403,66014090,DIEGO VERGARA RODRIGUEZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,705.0
13403,66014091,ANNEMARIE MULLER DURING,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,467.0
13403,66014092,JUAN MOLINA ROMO,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,136.0
13403,66014093,CARLOS BARBERIS AVENDAÑO,PARTIDO SOCIAL CRISTIANO,CAMBIO POR CHILE,136.0
13403,66014094,CLAUDIA ORMEÑO URRA,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,732.0
13403,66014095,JOSEFINA DIEGUEZ RUSSELL,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,299.0
13404,66014051,PILAR FARFAN VILLAGRA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",245.0
13404,66014052,EVELYN BASTIAS ARAYA,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",159.0
13404,66014053,DANIEL DOMINGUEZ GONZALEZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",110.0
13404,66014054,MARIA ELENA FLORES MARTINEZ,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",165.0
13404,66014055,BERNARDA LAGOS FARFAN,FEDERACION REGIONALISTA VERDE SOCIAL,"VERDES, REGIONALISTAS Y HUMANISTAS",111.0
