plan_id,max_dev_pob_pct,pp_promedio,cut_edges,n_comunas_partidas,split_severity,pop_afectada_pct,score
0,8.557,,263,25.0,0.9487,0.6838,-5.506864386693658
1,8.557,,258,,,,-4.945821307057969
2,9.866,,275,,,,-5.1220677316991114
3,9.866,,284,,,,-5.146067731699105
4,9.866,,276,,,,-5.124734398365778
5,7.871,,264,,,,-4.893214446372582
6,9.074,,261,,,,-5.005526477574501
7,9.074,,261,,,,-5.005526477574501
8,9.074,,254,,,,-4.9868598109078395
9,9.074,,270,,,,-5.029526477574495
10,9.074,,270,,,,-5.029526477574495
11,9.074,,270,,,,-5.029526477574495
12,9.074,,257,,,,-4.994859810907838
13,9.074,,249,,,,-4.97352647757451
14,9.074,,264,,,,-5.0135264775745
15,7.955,,263,,,,-4.898948619789841
16,9.974,,266,,,,-5.108868811807021
17,8.183,,240,,,,-4.860417566684319
18,8.514,,236,,,,-4.8828542103483565
19,8.514,,238,,,,-4.888187543681688
20,8.514,,240,,,,-4.893520877015021
21,9.605,,249,,,,-5.026631788105032
22,9.605,,260,,,,-5.055965121438358
23,9.605,,260,,,,-5.055965121438358
24,9.605,,252,,,,-5.03463178810503
25,9.605,,252,,,,-5.03463178810503
26,9.605,,253,,,,-5.037298454771696
27,8.514,,255,,,,-4.93352087701501
28,8.514,,255,,,,-4.93352087701501
29,8.611,,259,,,,-4.953888513778587
30,8.514,,242,,,,-4.898854210348352
31,8.514,,242,,,,-4.898854210348352
32,8.514,,240,,,,-4.893520877015021
33,8.514,,240,,,,-4.893520877015021
34,8.514,,248,,,,-4.914854210348349
35,8.514,,255,,,,-4.93352087701501
36,8.514,,251,,,,-4.922854210348346
37,8.514,,248,,,,-4.914854210348349
38,8.514,,245,,,,-4.90685421034835
39,8.514,,249,,,,-4.917520877015014
40,8.514,,253,,,,-4.928187543681678
41,8.18,,256,,,,-4.902784203347977
42,8.18,,265,,,,-4.92678420334797
43,9.759,,270,,,,-5.098033328258879
44,9.759,,269,,,,-5.095366661592212
45,9.759,,270,,,,-5.098033328258879
46,9.759,,284,,,,-5.135366661592202
47,9.759,,282,,,,-5.13003332825887
48,9.759,,275,,,,-5.111366661592209
49,8.392,,275,,,,-4.9746529902264385
50,8.506,,274,,,,-4.983387463673671
