step,cut_edges,max_dev_pct,is_valid
0,263,8.557,True
1,258,8.557,True
2,275,9.866,True
3,284,9.866,True
4,276,9.866,True
5,264,7.871,True
6,261,9.074,True
7,261,9.074,True
8,254,9.074,True
9,270,9.074,True
10,270,9.074,True
11,270,9.074,True
12,257,9.074,True
13,257,9.074,True
14,272,9.074,True
15,269,9.074,True
16,269,9.074,True
17,269,9.074,True
18,273,7.955,True
19,273,7.955,True
20,278,8.352,True
21,278,8.352,True
22,285,9.027,True
23,296,9.027,True
24,281,9.027,True
25,267,9.027,True
26,267,9.027,True
27,290,9.027,True
28,300,9.911,True
29,273,9.027,True
30,280,9.027,True
31,270,9.027,True
32,270,9.027,True
33,276,9.027,True
34,280,9.008,True
35,280,9.008,True
36,286,9.008,True
37,283,8.789,True
38,275,8.789,True
39,275,8.789,True
40,284,6.892,True
41,289,9.844,True
42,279,9.844,True
43,278,9.844,True
44,280,9.844,True
45,280,9.844,True
46,281,9.844,True
47,281,9.844,True
48,263,9.844,True
49,287,9.844,True
50,256,9.844,True
51,269,9.844,True
52,254,9.844,True
53,243,9.844,True
54,236,9.844,True
55,237,9.844,True
56,241,9.844,True
57,251,9.844,True
58,251,9.844,True
59,251,9.844,True
60,253,9.844,True
61,253,9.844,True
62,249,9.844,True
63,254,9.844,True
64,257,7.471,True
65,252,8.04,True
66,244,9.606,True
67,237,9.606,True
68,247,9.607,True
69,240,9.322,True
70,236,9.322,True
71,244,9.649,True
72,246,9.649,True
73,244,9.649,True
74,244,9.649,True
75,244,9.649,True
76,246,9.649,True
77,246,9.649,True
78,244,9.649,True
79,239,9.649,True
80,242,9.415,True
81,242,9.415,True
82,247,9.415,True
83,253,7.806,True
84,265,7.806,True
85,254,7.806,True
86,254,7.806,True
87,255,9.067,True
88,255,9.067,True
89,262,9.067,True
90,272,9.067,True
91,271,9.067,True
92,275,9.067,True
93,284,9.165,True
94,281,8.94,True
95,280,8.94,True
96,278,8.94,True
97,302,8.94,True
98,281,8.94,True
99,276,7.2,True
100,275,7.2,True
101,271,9.975,True
102,285,9.975,True
103,284,7.346,True
104,286,9.062,True
105,286,9.062,True
106,286,9.062,True
107,287,9.062,True
108,291,9.062,True
109,292,9.062,True
110,292,9.062,True
111,295,9.062,True
112,295,9.967,True
113,294,9.967,True
114,296,9.967,True
115,291,9.967,True
116,291,9.967,True
117,278,9.967,True
118,265,9.967,True
119,256,9.967,True
120,256,9.967,True
121,253,9.967,True
122,253,9.967,True
123,239,9.967,True
124,243,9.843,True
125,241,9.843,True
126,244,9.993,True
127,247,9.993,True
128,247,9.993,True
129,247,9.993,True
130,240,9.843,True
131,238,9.59,True
132,238,9.59,True
133,233,9.59,True
134,236,9.59,True
135,232,9.59,True
136,239,9.278,True
137,265,9.278,True
138,262,9.278,True
139,258,9.278,True
140,258,9.278,True
141,255,9.741,True
142,256,9.741,True
143,242,9.741,True
144,251,9.741,True
145,245,9.741,True
146,255,9.741,True
147,246,9.741,True
148,251,9.741,True
149,274,9.988,True
150,272,9.988,True
151,281,9.988,True
152,288,9.988,True
153,291,9.988,True
154,291,9.988,True
155,291,9.988,True
156,293,9.988,True
157,275,9.988,True
158,275,9.988,True
159,276,9.988,True
160,269,9.988,True
161,275,9.988,True
162,285,9.988,True
163,278,9.988,True
164,278,9.988,True
165,265,7.123,True
166,265,7.123,True
167,265,7.123,True
168,267,9.363,True
169,262,6.466,True
170,263,6.466,True
171,274,7.102,True
172,279,7.102,True
173,279,7.102,True
174,293,8.756,True
175,296,8.756,True
176,292,8.756,True
177,290,8.756,True
178,291,8.756,True
179,291,8.756,True
180,297,8.756,True
181,283,8.756,True
182,283,8.756,True
183,284,8.756,True
184,286,8.756,True
185,279,8.756,True
186,279,9.298,True
187,279,9.298,True
188,290,9.298,True
189,295,8.932,True
190,295,8.932,True
191,296,8.932,True
192,303,8.932,True
193,281,8.932,True
194,276,8.932,True
195,276,8.825,True
196,271,8.825,True
197,271,8.825,True
198,294,8.756,True
199,289,6.745,True
200,289,6.745,True
201,289,6.745,True
202,278,6.64,True
203,275,6.64,True
204,277,8.325,True
205,284,8.325,True
206,279,8.325,True
207,285,9.284,True
208,282,9.938,True
209,291,9.938,True
210,304,9.284,True
211,298,9.912,True
212,304,6.64,True
213,308,8.826,True
214,312,8.826,True
215,312,8.826,True
216,303,8.826,True
217,306,9.682,True
218,305,9.682,True
219,286,8.499,True
220,291,8.499,True
221,293,7.956,True
222,298,7.956,True
223,298,7.956,True
224,292,7.956,True
225,283,7.956,True
226,289,9.567,True
227,283,5.608,True
228,283,5.608,True
229,283,5.608,True
230,269,5.608,True
231,272,8.371,True
232,262,8.371,True
233,270,8.371,True
234,272,8.382,True
235,282,8.901,True
236,282,8.901,True
237,275,8.901,True
238,276,8.901,True
239,277,8.901,True
240,272,8.901,True
241,265,9.258,True
242,261,9.258,True
243,268,8.104,True
244,269,8.104,True
245,279,8.104,True
246,278,9.073,True
247,278,8.465,True
248,266,8.465,True
249,259,8.465,True
250,284,8.465,True
251,302,8.465,True
252,301,8.465,True
253,297,8.465,True
254,282,8.465,True
255,276,8.465,True
256,276,8.465,True
257,279,8.386,True
258,284,8.67,True
259,287,9.577,True
260,284,9.577,True
261,260,9.577,True
262,260,8.104,True
263,260,8.104,True
264,268,8.104,True
265,270,7.099,True
266,260,8.317,True
267,257,8.317,True
268,257,8.317,True
269,256,8.317,True
270,255,8.317,True
271,257,8.959,True
272,252,9.996,True
273,246,9.996,True
274,246,9.996,True
275,235,9.996,True
276,243,9.996,True
277,246,7.606,True
278,250,7.606,True
279,250,7.606,True
280,244,6.95,True
281,249,6.95,True
282,283,6.95,True
283,291,8.663,True
284,296,8.663,True
285,288,8.164,True
286,290,8.164,True
287,282,7.443,True
288,278,9.632,True
289,288,9.632,True
290,273,9.632,True
291,270,9.632,True
292,271,9.632,True
293,277,9.632,True
294,282,9.464,True
295,265,7.348,True
296,275,7.348,True
297,267,7.348,True
298,258,7.348,True
299,258,7.348,True
