step,cut_edges,max_dev_pct
0,277,20.092
1,274,21.948
2,265,17.094
3,266,21.275
4,263,21.275
5,260,21.275
6,260,17.094
7,251,17.094
8,258,17.094
9,251,17.094
10,252,17.094
11,265,17.094
12,248,13.83
13,227,16.218
14,225,16.218
15,224,17.13
16,249,17.13
17,267,13.193
18,267,14.248
19,263,15.345
20,261,15.345
21,259,19.097
22,259,19.097
23,260,19.097
24,249,19.097
25,271,17.931
26,285,17.931
27,279,17.931
28,278,17.931
29,272,16.753
30,270,16.903
31,260,18.797
32,258,18.797
33,243,18.797
34,243,18.797
35,249,18.797
36,245,18.49
37,244,18.49
38,244,19.422
39,252,19.422
40,258,19.422
41,259,19.422
42,255,19.734
43,257,21.554
44,259,19.422
45,265,19.422
46,263,19.293
47,276,19.293
48,281,19.293
49,274,18.936
50,276,18.49
51,269,18.49
52,267,18.49
53,267,21.716
54,283,15.16
55,253,21.09
56,257,21.09
57,276,15.207
58,266,15.207
59,282,17.955
60,305,17.955
61,293,21.219
62,264,21.219
63,256,17.428
64,268,17.428
65,268,19.515
66,262,19.515
67,261,19.515
68,266,19.515
69,265,21.121
70,275,19.515
71,275,19.515
72,264,19.515
73,260,16.132
74,259,19.973
75,252,19.973
76,244,19.973
77,246,19.973
78,251,19.973
79,251,18.221
80,263,18.221
81,263,18.221
82,262,17.45
83,269,17.45
84,277,19.853
85,274,19.853
86,273,19.853
87,271,19.853
88,275,19.853
89,278,19.853
90,283,19.853
91,279,19.853
92,277,19.853
93,278,19.853
94,289,19.853
95,258,19.853
96,264,19.853
97,257,19.853
98,252,19.853
99,261,21.3
100,257,21.3
101,253,21.3
102,254,20.414
103,255,20.26
104,253,17.545
105,245,17.136
106,257,15.701
107,257,15.701
108,272,15.701
109,269,15.701
110,250,12.648
111,251,19.853
112,268,20.961
113,267,20.961
114,275,20.961
115,297,20.961
116,297,20.961
117,284,20.961
118,283,20.961
119,278,20.961
120,277,20.961
121,276,19.584
122,278,19.584
123,278,19.584
124,264,19.584
125,272,19.584
126,261,19.584
127,259,21.103
128,263,21.707
129,257,21.707
130,266,21.707
131,271,20.361
132,272,20.361
133,253,21.494
134,256,21.781
135,268,21.494
136,267,21.494
137,282,21.494
138,271,21.664
139,269,21.628
140,266,21.819
141,264,21.819
142,269,21.819
143,256,21.819
144,265,21.819
145,266,21.819
146,267,21.819
147,261,18.801
148,259,21.745
149,256,18.801
150,254,18.983
151,276,18.983
152,264,22.065
153,268,18.983
154,273,18.983
155,271,20.271
156,267,20.271
157,262,20.271
158,268,20.719
159,269,20.719
160,292,20.719
161,292,20.719
162,297,20.143
163,289,20.143
164,286,20.143
165,284,20.143
166,283,20.143
167,279,20.143
168,283,20.902
169,283,20.902
170,299,21.153
171,284,21.153
172,292,20.902
173,296,20.143
174,300,20.143
175,303,20.143
176,291,20.143
177,283,20.143
178,272,20.143
179,274,20.143
180,274,20.143
181,274,20.143
182,284,20.143
183,287,19.425
184,291,19.425
185,297,19.425
186,284,19.425
187,300,19.425
188,285,19.682
189,282,20.436
190,280,21.33
191,281,21.33
192,287,21.33
193,274,21.33
194,295,21.33
195,299,21.33
196,301,21.078
197,308,21.078
198,308,20.304
199,310,19.719
200,297,19.719
201,293,19.719
202,298,19.719
203,296,19.719
204,278,19.719
205,274,19.719
206,277,19.719
207,255,20.768
208,275,20.768
209,265,20.768
210,276,20.768
211,281,21.278
212,277,21.278
213,271,21.644
214,257,21.644
215,256,21.644
216,268,21.644
217,276,21.644
218,280,21.865
219,287,21.865
220,297,21.865
221,299,21.865
222,302,21.865
223,299,21.865
224,275,21.969
225,263,21.969
226,274,21.969
227,278,21.865
228,261,21.257
229,261,21.939
230,258,21.939
231,254,21.939
232,250,21.939
233,247,21.939
234,258,21.939
235,249,21.882
236,255,21.882
237,255,21.882
238,258,20.145
239,252,20.145
